Feature,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6
std_dev,0.33201263780573276,0.30218799886944336,-0.022628289769731788,-0.5292264426181579,-0.2908990027543524,0.6466302038253415
mean_time_diff,0.42483142730060636,0.3613787166416986,0.1017331868448104,0.08933843986599799,0.36987246669270224,-0.12489844544235024
median_time_diff,0.4144766516774322,0.3647478761497214,0.10228323489438865,0.1248024645347033,0.3954557728295397,-0.14134777186579062
max_peak,-0.371917086078517,0.4271898488854655,-0.21547380007950614,0.021970035322362386,0.06420595887520814,-0.03526120739635719
median_peak,-0.19157987334736204,0.3611944948150779,-0.3895695872449525,0.6037390491865999,-0.11136117956075503,0.3673811082698987
std_peak,-0.21065156144092254,0.42295829454164735,-0.3055173835286212,-0.4793171358902698,-0.13931249468517495,-0.5159099398373392
avg_peaks_per_second,0.007917754635755407,0.3558433515997883,0.5649811815320896,0.24032844809062112,-0.5021062819617768,-0.09943307123349458
sum_peak_magnitude,-0.3728891554436523,0.126468868567712,0.5682066840822122,-0.05884280044455776,0.007371986083266114,-0.0032556854582729312
percent_time_above_threshold,-0.42306821165965003,0.10286694683081182,0.2123195569650992,-0.2010315487515377,0.5780052829404116,0.3660843244241608
