File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid,Spectral Entropy
"MATLAB 3-47 PM Tue, Oct 8, 2024 Run13 .csv",1260.1000000029367,2262,2.49891799295818,2.9464224446184484,2634.6221045112984,5.249441594986764
