File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid,Spectral Entropy
"MATLAB 1-52 PM Fri, Jun 14, 2024 Run4 .csv",58.90000000013727,625,0.3130561195729073,0.2899922166925959,2240.4211454252877,5.406172198859884
