File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid,Spectral Entropy
"MATLAB 12-25 PM Fri, Sep 6, 2024 Run0 .csv",747.900000001743,1374,3.393477940387042,4.287106295119587,2793.500759283313,5.137405775932891
