File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid,Spectral Entropy
"MATLAB 3-16 PM Thu, Oct 3, 2024 Run4 .csv",780.2000000018184,4337,0.47242450976268746,0.4513434724512109,2554.3425982822823,5.163274615101384
