File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid,Spectral Entropy
"MATLAB 2-04 PM Wed, Sep 18, 2024 Run0 .csv",89.00000000020742,10,0.0172974170114032,0.016294621501828144,2336.9427361888916,5.18964203050753
