File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid,Spectral Entropy
"MATLAB 3-59 PM Tue, Sep 17, 2024 Run7 .csv",3240.500000007552,2066,4.712976187315567,5.907300983051511,3016.668113658925,5.12924839176773
