File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid,Spectral Entropy
"MATLAB 4-09 PM Thu, Sep 5, 2024 Run4 .csv",1322.3000000030818,1486,3.2310984070730107,4.1144642299969485,2722.772040993822,4.995023104877907
