File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid,Spectral Entropy
"MATLAB 2-13 PM Mon, Oct 28, 2024 Run3 .csv",4259.400000009927,45,0.027273663341372045,0.049047977871265726,2525.4865457675655,4.280825435732085
