File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid,Spectral Entropy
"MATLAB 3-50 PM Mon, Aug 26, 2024 Run3 .csv",651.3000000015179,421,3.521520321480871,4.0036495982098526,2731.832286511295,5.178284019572192
