File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid,Spectral Entropy
"MATLAB 4-39 PM Thu, Oct 10, 2024 Run10.csv",1259.999999999964,58,0.732985385746229,0.7171587499821347,2553.9872650803404,5.10459915768722
