File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid,Spectral Entropy
"MATLAB 3-18 PM Thu, Jun 27, 2024 Run2.csv",58.80000000013704,6,0.028361395219337386,0.022580309174762763,2937.4959640395523,5.784109034837208
