Frequency (Hz),Power,Log Power
210.10000000000002,0.26887253644095876,0.1034179975867068
210.20000000000002,0.03368924010630302,0.01438999563236319
210.3,0.24067778295877768,0.09365900530777922
210.4,0.07050436801067525,0.02958844369870834
210.5,0.07170072793715375,0.030073525700837055
210.60000000000002,0.039506971908646424,0.01682740646335104
210.70000000000002,0.19869374324686742,0.07870823847213892
210.8,0.1272464884235393,0.052018891074944375
210.9,0.1232870574436392,0.05049075495508177
211.0,0.03815202058433101,0.016260953576763923
211.10000000000002,0.04366604803294447,0.018561555468995246
211.20000000000002,0.17540486678635275,0.07018748458671918
211.3,0.17870623796501578,0.07140558191665224
211.4,0.14141017173451043,0.0574417384674388
211.5,0.15084688144809769,0.06101754520603805
211.60000000000002,0.206930369624906,0.08168221544948939
211.70000000000002,0.0745286643900934,0.031218005328066803
211.8,0.28450085018558074,0.10873439605334523
211.9,0.0814560566038757,0.034008877208138014
212.0,0.11550354655702065,0.04747095538874523
212.10000000000002,0.23640125784401256,0.09215943821788972
212.20000000000002,0.18130781258994605,0.07236307618348613
212.3,0.17761356113690605,0.07100279826126948
212.4,0.13095876423526306,0.05344677045016115
212.5,0.1313350171155699,0.0535912296292219
212.60000000000002,0.23200192417318702,0.09061138612154364
212.70000000000002,0.3481058816541455,0.1297240034843709
212.8,0.17164167001473746,0.06879480918201075
212.9,0.011688813440185413,0.005046947890547675
213.0,0.10525965441103546,0.04346431714418746
213.10000000000002,0.09767754184035639,0.04047477875980673
213.20000000000002,0.1208171649202622,0.04953477339573158
213.3,0.2179634810948951,0.08563426678886067
213.4,0.22144472075812824,0.08687381677572106
213.5,0.05998301024727289,0.025298904307231657
213.60000000000002,0.16037193946639522,0.06459721799149151
213.70000000000002,0.07170097221481783,0.030073624691559664
213.8,0.1190554270172635,0.04885159774515031
213.9,0.04222723448402743,0.017962417546529077
214.0,0.0841441440253414,0.03508702832138871
214.10000000000002,0.2686949823147285,0.10335722223644173
214.20000000000002,0.1916961193989278,0.07616552512459511
214.3,0.06946125413471166,0.029165054994218
214.4,0.11684986479237548,0.04799479596740714
214.5,0.20290709600742984,0.08023208681668235
214.60000000000002,0.1580721993195382,0.06373563606553143
214.70000000000002,0.10753528802034366,0.04435757250085255
214.8,0.30222084579400155,0.11468464320012994
214.9,0.31349219052345745,0.11842749499597453
215.0,0.17688886543709254,0.07073545400213893
215.10000000000002,0.09280585555629829,0.03854301341375278
215.20000000000002,0.07111759944137368,0.029837155224652884
215.3,0.21526782578591794,0.08467200010961745
215.4,0.33454016449456997,0.12533164890349716
215.5,0.16906407561897824,0.0678383152038627
215.60000000000002,0.08300090574169726,0.03462881983719166
215.70000000000002,0.06345173837002649,0.026717785507975395
215.8,0.034659641331723855,0.014797509018655775
215.9,0.12695394240743407,0.05190616718449271
216.0,0.20117504750769083,0.07960630184672642
216.10000000000002,0.12331314792633213,0.05050084215496466
216.20000000000002,0.10927340452741889,0.045038600651949735
216.3,0.011324454894169047,0.004890509067177582
216.4,0.09896346197574028,0.04098325336425083
216.5,0.16057628614028313,0.06467369245319211
216.60000000000002,0.21247864841828829,0.08367409947573316
216.70000000000002,0.0713525249650029,0.029932397494607563
216.8,0.1433809618508668,0.0581909566101504
216.9,0.12247360953200113,0.05017613910132231
217.0,0.17488803085242324,0.0699964794588064
217.10000000000002,0.22754366980761778,0.08903695107534892
217.20000000000002,0.06850131682399085,0.028775061726143917
