Frequency (Hz),Power,Log Power
0.0,0.0006380732345612206,0.0002770233136350905
0.1,0.000638071521303709,0.00027702257005125694
0.2,0.0006380601316597885,0.00027701762674591684
0.30000000000000004,0.0006380393068715891,0.00027700858842225106
0.4,0.0006380145146445018,0.0002769978281601381
0.5,0.0006379804235609448,0.0002769830320305801
0.6000000000000001,0.0006379375729275053,0.0002769644341016272
0.7000000000000001,0.0006378894545895017,0.0002769435498952812
0.8,0.0006378328852926007,0.0002769189978225522
0.9,0.0006377685590997685,0.00027689107911853955
1.0,0.000637697129989491,0.0002768600776208135
1.1,0.0006376182541702052,0.00027682584411703226
1.2000000000000002,0.000637532898456808,0.0002767887982212681
1.3,0.0006374384636602645,0.00027674781183841587
1.4000000000000001,0.0006373377357999486,0.0002767040941496591
1.5,0.0006372314225046522,0.00027665795227767027
1.6,0.0006371146061193104,0.0002766072518710028
1.7000000000000002,0.000636992365696001,0.00027655419732826244
1.8,0.0006368651604197879,0.0002764989879432328
1.9000000000000001,0.0006367268370510887,0.000276438953097412
2.0,0.0006365835367719304,0.0002763767581736218
2.1,0.0006364353859793837,0.00027631245802958965
2.2,0.0006362765591198238,0.00027624352426736717
2.3000000000000003,0.0006361127250231496,0.00027617241726110456
2.4000000000000004,0.0006359436903963524,0.00027609905311712574
2.5,0.0006357654170264762,0.00027602167917480927
2.6,0.0006355817216166823,0.0002759419519524822
2.7,0.0006353922090460888,0.00027585969995892154
2.8000000000000003,0.0006351955626725633,0.00027577435174526286
2.9000000000000004,0.0006349928804570259,0.0002756863838453191
3.0,0.0006347833805336621,0.00027559545691305335
3.1,0.0006345691151485452,0.00027550246166056715
3.2,0.0006343482827375538,0.00027540661617303725
3.3000000000000003,0.0006341200798908713,0.00027530757175335226
3.4000000000000004,0.0006338893086876144,0.0002752074125945721
3.5,0.0006336513832411278,0.00027510414833189947
3.6,0.0006334056056482618,0.00027499747605943246
3.7,0.0006331589189174589,0.0002748904091770359
3.8000000000000003,0.0006329051636128478,0.00027478027436738094
3.9000000000000004,0.0006326434805722987,0.00027466669873459776
4.0,0.0006323818245842077,0.0002745531348133785
4.1000000000000005,0.0006321124211810083,0.00027443620832842187
4.2,0.000631836512196915,0.00027431645825810473
4.3,0.0006315600182794569,0.0002741964542817413
4.4,0.0006312768398675494,0.00027407354906470815
4.5,0.0006309896708370817,0.00027394891180218225
4.6000000000000005,0.0006306975895729371,0.0002738221424924471
4.7,0.0006304027510626173,0.000273694176443397
4.800000000000001,0.0006301044605367853,0.00027356471210938606
4.9,0.0006298020461955755,0.0002734334579137948
5.0,0.0006294942428969748,0.00027329986475637313
5.1000000000000005,0.0006291891831045739,0.00027316746229821316
5.2,0.0006288742547884998,0.00027303077664794887
5.300000000000001,0.0006285543858816006,0.00027289194663116195
5.4,0.000628242814267983,0.000272756717776272
5.5,0.000627919410704162,0.0002726163535532437
5.6000000000000005,0.0006275978250119308,0.0002724767782811996
5.7,0.000627282299753659,0.0002723398333274372
5.800000000000001,0.0006269378762727287,0.0002721903458552728
5.9,0.000626616402686839,0.0002720508191030819
6.0,0.0006262897725085518,0.0002719090542279974
6.1000000000000005,0.0006259549378744825,0.00027176372838585126
6.2,0.0006256250388958556,0.0002716205446827966
6.300000000000001,0.0006252804466121773,0.0002714709836988518
6.4,0.0006249366964519957,0.0002713217881644717
6.5,0.0006246195681963525,0.0002711841471081069
6.6000000000000005,0.000624270674089805,0.00027103271888150515
6.7,0.0006239441481755159,0.00027089099892719696
6.800000000000001,0.0006236312032252211,0.00027075517338849314
6.9,0.0006232633554600731,0.00027059551867021343
7.0,0.0006229400582260262,0.0002704551998982977
7.1000000000000005,0.0006226025101787367,0.000270308695882476
7.2,0.0006222282417121611,0.0002701462542588181
7.300000000000001,0.0006219580136308222,0.00027002896865684507
7.4,0.0006216230579887482,0.0002698835896650748
7.5,0.0006212537013193299,0.0002697232797244188
7.6000000000000005,0.0006209283720795778,0.00026958207872945734
7.7,0.0006206070310212112,0.0002694426086595838
7.800000000000001,0.0006202867168417001,0.00026930358423616626
7.9,0.0006199839399357144,0.00026917217139039464
8.0,0.0006196896194971704,0.00026904442882759656
8.1,0.0006193616219874788,0.00026890206951424604
8.200000000000001,0.0006190603002047676,0.00026877128810805
8.3,0.0006187272319279705,0.0002686267278608021
8.4,0.0006185827472434458,0.0002685640177554539
8.5,0.0006180984475118485,0.0002683538190289131
8.6,0.0006177065270160846,0.0002681837152277891
8.700000000000001,0.0006175519684045263,0.00026811663270782563
8.8,0.0006168863760728051,0.00026782774793609684
8.9,0.00061725107378821,0.0002679860364666353
9.0,0.000616957865383438,0.00026785877620721926
9.1,0.0006163063520928137,0.00026757600194789096
9.200000000000001,0.0006162493490127503,0.00026755126107203453
9.3,0.0006159425021192811,0.0002674180812109899
9.4,0.0006156181270141157,0.0002672772935869732
9.5,0.0006155548403107443,0.0002672498254300168
9.600000000000001,0.0006152662047901622,0.00026712454971213593
9.700000000000001,0.0006150444594075073,0.00026702830612079044
9.8,0.0006146371134882368,0.0002668515067393191
9.9,0.0006147082153189421,0.0002668823669031225
10.0,0.0006142021294738564,0.0002666627115816142
10.100000000000001,0.0006139274539158368,0.0002665434947093118
10.200000000000001,0.0006137224002436859,0.000266454495660788
10.3,0.000613542459539947,0.0002663763963303959
10.4,0.0006141176868708906,0.00026662606113427175
10.5,0.0006132178491804904,0.00026623550626167665
10.600000000000001,0.0006137411811926417,0.00026646264712050147
10.700000000000001,0.0006144868161699404,0.00026678627353315406
10.8,0.0006149739208404733,0.0002669976904393119
10.9,0.0006110896023510629,0.00026531178586640576
11.0,0.0006126142555880696,0.0002659735294649515
11.100000000000001,0.0006121905419995272,0.0002657896256147446
11.200000000000001,0.0006129403521998549,0.0002661150646945061
11.3,0.0006145916636135231,0.000266831780233705
11.4,0.0006105114061258889,0.00026506083171929816
11.5,0.0006122813309950199,0.0002658290306493003
11.600000000000001,0.0006134899170268082,0.0002663535913980303
11.700000000000001,0.0006128997624715284,0.0002660974475972831
11.8,0.0006139006994226054,0.00026653188250940396
11.9,0.0006104888645751928,0.00026505104802119675
12.0,0.0006121162609938989,0.0002657573855197996
12.100000000000001,0.0006158264146204717,0.00026736769608229344
12.200000000000001,0.0006103554847378547,0.0002649931572316397
12.3,0.0006176582857146917,0.0002681627772298251
12.4,0.0006180615166312765,0.00026833779005845296
12.5,0.0006143298825862346,0.0002667181599932625
12.600000000000001,0.0006187999013779438,0.0002686582682858798
12.700000000000001,0.0006173371582701012,0.0002680233994181133
12.8,0.000618016222670321,0.0002683181312909981
12.9,0.0006234527374127667,0.0002706777149694597
13.0,0.0006179390375013872,0.000268284630900542
13.100000000000001,0.0006183263103933694,0.00026845271748071126
13.200000000000001,0.0006186134993230983,0.0002685773649574516
13.3,0.0006193774789416701,0.00026890895183924983
13.4,0.000617044870765998,0.0002678965388651998
13.5,0.0006176249883514884,0.000268148325294794
13.600000000000001,0.0006206331323130985,0.000269453937275814
13.700000000000001,0.0006223590214078974,0.00027020301583665436
13.8,0.0006212729668486965,0.0002697316414426966
13.9,0.0006193824257386127,0.00026891109887604634
14.0,0.0006254320841523701,0.0002715367978884422
14.100000000000001,0.000616131637582955,0.00026750017112878985
14.200000000000001,0.0006264201996221756,0.00027196566254689803
14.3,0.0006306408526643691,0.00027379751749639035
14.4,0.0006178337682152662,0.00026823894126144825
14.5,0.00063346219127128,0.0002750220353266171
14.600000000000001,0.0006350462382793334,0.0002757095421471716
14.700000000000001,0.0006227439557932765,0.00027037008670594383
14.8,0.0006349327312213526,0.00027566027794048925
14.9,0.0006388302313890153,0.0002773518634170831
15.0,0.000637293634994815,0.0002766849536118653
15.100000000000001,0.0006408307257649378,0.0002782201115540078
15.200000000000001,0.0006407586192076483,0.00027818881612796584
15.3,0.0006392353081078704,0.0002775276736523189
15.4,0.000638348961930019,0.000277142984134792
15.5,0.0006374740411094606,0.00027676325308516824
15.600000000000001,0.0006524002419368587,0.00028324144171591785
15.700000000000001,0.000647050320811836,0.00028091950911102333
15.8,0.0006338754361806319,0.0002752013916578353
15.9,0.0006599532933576544,0.00028651953925804745
16.0,0.0006371703747235296,0.00027663145644629786
16.1,0.000625895563939416,0.0002717379587433376
16.2,0.0006570282564204568,0.0002852500478053082
16.3,0.0006344356567158907,0.00027544453815226484
16.400000000000002,0.0006265129504821816,0.00027200591851451816
16.5,0.0006639724615941915,0.0002882638871515249
16.6,0.0006287593711582621,0.0002729809146753541
16.7,0.0006394836920818818,0.00027763547651676234
16.8,0.0006652939533149646,0.00028883742252306017
16.900000000000002,0.0006665455058539356,0.00028938060316982403
17.0,0.0006609100515670562,0.0002869347798309434
17.1,0.0006918390284763458,0.00030035798472053695
17.2,0.0006845479359268558,0.00029719368111235305
17.3,0.0006633071219481563,0.0002879751254484129
17.400000000000002,0.0006553054781556276,0.0002845023453289922
17.5,0.0006704252491841128,0.0002910644286765858
17.6,0.0007423469115599429,0.00032227756126680955
17.7,0.0007500422469088065,0.0003256171109913663
17.8,0.0007168213919259307,0.0003112000509174525
17.900000000000002,0.0007517070086846118,0.00032633956537160124
18.0,0.0005913234304301388,0.0002567326043324211
18.1,0.000661143675677719,0.000287036174468491
18.2,0.0006842694654380227,0.000297072825630295
18.3,0.0006196990421526283,0.00026904851850046097
18.400000000000002,0.0006613764862389834,0.00028713721599575603
18.5,0.0007426711388033905,0.000322418266894345
18.6,0.0006456264277273285,0.00028030151963189773
18.7,0.00050654137223979,0.00021993242508466175
18.8,0.0008336905667487425,0.00036191637057519124
18.900000000000002,0.0006459526018925844,0.0002804430838513091
19.0,0.000716856385783129,0.00031121523767005637
19.1,0.0011897880740551342,0.0005164112461084341
19.200000000000003,0.0009873057899348638,0.00042856992653089195
19.3,0.000736940041868224,0.0003199311231229741
19.400000000000002,0.001128648384994505,0.0004898893611683737
19.5,0.001264923647315979,0.0005490022102746172
19.6,0.0007097568051280977,0.00030813412674452763
19.700000000000003,0.0011396363001365028,0.0004946559460964085
19.8,0.0003354926197577385,0.00014567815787286143
19.900000000000002,0.002929011419856161,0.0012701941971876027
20.0,0.001105811999930549,0.00047998271315427104
20.1,0.0007727453599067404,0.00033546944618179255
20.200000000000003,0.001023437326991611,0.00044424589352764517
20.3,0.0006146614548430613,0.000266862071561691
20.400000000000002,0.0007542970852669403,0.0003274635749574915
20.5,0.0004076405732368199,0.0001769999778208963
20.6,0.0005157865244607973,0.0002239454923432751
20.700000000000003,0.00022115652450649566,9.603643907891217e-05
20.8,0.0007862015500284484,0.0003413088436438695
20.900000000000002,0.0008888532603756785,0.00038585260842097864
21.0,0.000607862211417045,0.0002639110015370983
21.1,0.0008326065819220719,0.0003614459938401563
21.200000000000003,0.000610998871322609,0.0002652724059442791
21.3,0.0008905464517616942,0.0003865872984431123
21.400000000000002,0.0008627702712751849,0.00037453482243255255
21.5,0.000731041364303484,0.00031737123893731903
21.6,0.0009123036044121559,0.00039602779987721093
21.700000000000003,0.0015867099993926359,0.000688553274281026
21.8,0.0013443921531710375,0.000583469975228875
21.900000000000002,0.0019604848690819984,0.000850594244096063
22.0,0.002044746036732705,0.000887115266702872
22.1,0.0004794299393090495,0.00020816388108894836
22.200000000000003,0.004458168600882998,0.001931854947788536
22.3,0.0026362362521048953,0.0011433963871004043
22.400000000000002,0.006865568718247918,0.002971489758024017
22.5,0.0002726290220413092,0.00011838514299954054
22.6,0.0021451154138265468,0.0009306140065166655
22.700000000000003,0.0020272958313408136,0.0008795521374822716
22.8,0.0029787231305760317,0.001291720134083073
22.900000000000002,0.0013204932650650622,0.0005731046312273415
23.0,0.0020938863722678265,0.0009084125724091322
23.1,0.0019314922404405253,0.000838027360472046
23.200000000000003,0.0018488831576756086,0.0008022183773511902
23.3,0.0007371467116174405,0.00032002081254967963
23.400000000000002,0.002083968676575915,0.000904114350570757
23.5,0.0003972463581219229,0.000172487643512223
23.6,0.0014617025751766783,0.0006343458629537305
23.700000000000003,0.001290130408582463,0.0005599354001543133
23.8,0.0007084835101609997,0.0003075815336213422
23.900000000000002,0.0009578482815004634,0.0004157891234818749
24.0,0.0010248945748703535,0.00044487812073459957
24.1,0.0023238176984128455,0.0010080503938039835
24.200000000000003,0.0012304167850861955,0.0005340347448798033
24.3,0.0005980803273107053,0.00025966534325705463
24.400000000000002,0.0018955388172804098,0.000822442808468629
24.5,0.0010423555505036524,0.0004524534960032774
24.6,0.0015787224324513276,0.0006850897997318462
24.700000000000003,0.0019279184747138106,0.0008364782830004271
24.8,0.007025591335073401,0.0030405073305639746
24.900000000000002,0.005946764541335433,0.002574998137712578
25.0,0.001719791525146525,0.0007462544521279555
25.1,0.0027793664916460972,0.00120538919621859
25.200000000000003,0.0014650290744826894,0.0006357884322397943
25.3,0.0022522149724059294,0.0009770247122629515
25.400000000000002,0.003331836438816826,0.0014445929404465893
25.5,0.001450621379542549,0.000629540358429828
25.6,0.0015870326389235366,0.0006886931728479032
25.700000000000003,0.002177103134550856,0.000944476139532812
25.8,0.0009469768003637092,0.00041107219167906814
