File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid,Spectral Entropy
"MATLAB 4-05 PM Wed, Nov 6, 2024 Run9 .csv",637.3000000014853,981,2.1997813325332425,2.634221259427461,2594.829286528231,5.101180506175924
