File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid,Spectral Entropy
"MATLAB 4-09 PM Mon, Aug 26, 2024 Run7 .csv",686.4000000015997,1435,9.053827448362576,9.886878787007856,2622.3819755021937,5.238323512704467
