File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid,Spectral Entropy
"MATLAB 3-16 PM Fri, Sep 13, 2024 Run10 .csv",3214.3000000074912,2963,7.795024459267369,10.339119437286854,2969.4777055740724,5.072200790285639
