File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid,Spectral Entropy
"MATLAB 3-44 PM Thu, Aug 29, 2024 Run1 .csv",682.1000000015897,260,0.34632458868438143,0.3953010832929352,2813.167837484555,5.131514666502363
