File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid,Spectral Entropy
"MATLAB 1-14 PM Tue, Sep 10, 2024 Run10 .csv",765.050000001783,3189,5.588614556491646,6.382025066598065,2805.390108631545,5.277985989701007
