File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid,Spectral Entropy
"MATLAB 4-15 PM Wed, Jun 19, 2024 Run1 .csv",120.00000000027967,505,0.041365595435731685,0.05869709977742623,2239.9483987841204,4.113213075452428
