File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid,Spectral Entropy
"MATLAB 2-51 PM Thu, Oct 24, 2024 Run11 .csv",1181.8000000027544,616,5.1301207911448445,6.398408173000847,2518.583512243362,4.944970112079103
