File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid,Spectral Entropy
"MATLAB 2-09 PM Tue, Oct 22, 2024 Run3 .csv",487.2333333344689,94,5.432207530898132,8.037831835659258,2614.1085876449565,4.4200311927373805
