File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid,Spectral Entropy
"MATLAB 4-25 PM Thu, Sep 5, 2024 Run7 .csv",1326.5000000030914,838,1.2994749693801055,1.936925538561386,2396.4270141721386,4.354617559723872
