File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid
"MATLAB 4-20 PM Wed, Jun 19, 2024 Run2 .csv",60.0,9,0.020161094244784013,0.01729483003519097,2609.826166524862
