File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid
"MATLAB 11-55 AM Tue, Sep 10, 2024 Run0 .csv",636.52,3166,0.4364161674837176,0.46890863801196464,2870.5552325520075
