File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid
"MATLAB 4-09 PM Mon, Aug 26, 2024 Run7 .csv",686.4000000000001,1435,9.05382744835478,9.88687878701462,2622.381975498298
