File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid
"MATLAB 2-45 PM Fri, Aug 23, 2024 Run1 .csv",120.0,39,0.02931267763056189,0.022148578783252784,2695.4543827437765
