File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid
"MATLAB 4-02 PM Wed, Nov 6, 2024 Run8 .csv",630.8000000000001,1535,4.627871575077887,5.490001060655172,2570.4469071063377
