File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid
"MATLAB 2-25 PM Tue, Jun 4, 2024 Run3 .csv",59.400000000000006,2831,0.7758093075190049,0.6540872495240835,1827.6458418773145
