File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid
"MATLAB 2-32 PM Mon, Sep 9, 2024 Run2 .csv",609.0,211,0.09557210944224404,0.11531100576663406,2887.007544506167
