File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid
"MATLAB 3-14 PM Thu, Jun 27, 2024 Run0 .csv",427.90000000000003,1688,0.7423549710840102,0.630410296708672,2074.6731748941793
