File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid
"MATLAB 3-58 PM Thu, Sep 5, 2024 Run1 .csv",1317.7,1343,2.282812752804706,2.827882375793242,2751.2318636140158
