File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid
"MATLAB 3-28 PM Thu, Oct 17, 2024 Run6 .csv",493.20000000000005,3,2.6575457583804494,7.531173349296877,2845.4404366161466
