File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid
"MATLAB 3-19 PM Wed, Sep 18, 2024 Run10 .csv",2954.2000000000003,2747,8.190278154852065,10.04700183474635,2966.767124521023
