File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid
"MATLAB 1-04 PM Thu, Aug 22, 2024 Run2.csv",559.5,448,0.44287641112764764,0.4885488112999507,2933.986774725997
