File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid
"MATLAB 12-27 PM Fri, Sep 6, 2024 Run1 .csv",747.1,2000,0.2950439820865966,0.30145918546075595,2717.269511166712
