File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid
"MATLAB 2-45 PM Thu, Oct 24, 2024 Run10 .csv",609.5,360,2.04861580507885,2.281740056920013,2495.3846002116343
