File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid
"MATLAB 1-02 PM Thu, Nov 7, 2024 Run8 .csv",641.4000000000001,49,2.215778398277305,2.77558292272601,2687.9373093097724
