File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid
"MATLAB 12-46 PM Tue, Sep 10, 2024 Run6 .csv",735.45,822,0.5450812950452201,0.5938664060781729,2826.3208469207557
