File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid
"MATLAB 10-49 AM Tue, Jun 4, 2024 Run0 .csv",58.900000000000006,29,0.05943104571923662,0.08813461523222732,1543.708081574098
