File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid
"MATLAB 1-20 PM Thu, Aug 22, 2024 Run6 .csv",614.3000000000001,1447,1.5731772733864515,1.6986444135601924,2779.6139027379813
