File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid
"MATLAB 2-23 PM Mon, Oct 28, 2024 Run5 .csv",706.5,59,1.2698345633291646,1.620937750156297,2807.092705746484
