File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid
"MATLAB 3-11 PM Thu, Oct 24, 2024 Run14.csv",659.35,178,5.320260056032032,6.743539956299981,2548.884932533081
