File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid
"MATLAB 1-59 PM Tue, Oct 22, 2024 Run1 .csv",59.54932337272672,25,0.06431658229084224,0.08122206029392713,2981.673299018324
