File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid
"MATLAB 1-07 PM Fri, Jun 14, 2024 Run1 .csv",4865.0,7018,1.0419670170767301,0.8967293896179143,3120.01793942189
