File,Top Peak Frequency (Hz),Number of Peaks,Mean Power,Std Power,Frequency Centroid
"MATLAB 3-17 PM Thu, Jun 27, 2024 Run1.csv",58.800000000000004,1499,0.08832594098590126,0.08661735948227213,3447.6987683737757
